PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36950696","Diabetic cardiomyopathy: The role of microRNAs and long non-coding RNAs","Macvanin MT, Gluvic Z, Radovanovic J, Essack M, Gao X, Isenovic ER.","Front Endocrinol (Lausanne). 2023 Mar 7;14:1124613. doi: 10.3389/fendo.2023.1124613. eCollection 2023.","Macvanin MT","Front Endocrinol (Lausanne)","2023","2023/03/23","PMC10025540","","10.3389/fendo.2023.1124613"
"34921497","Effects of a short-term cold exposure on circulating microRNAs and metabolic parameters in healthy adult subjects","Thibonnier M, Ghosh S, Blanchard A.","J Cell Mol Med. 2022 Jan;26(2):548-562. doi: 10.1111/jcmm.17121. Epub 2021 Dec 17.","Thibonnier M","J Cell Mol Med","2022","2021/12/18","PMC8743656","","10.1111/jcmm.17121"
"21719795","Molecular signature of a right heart failure program in chronic severe pulmonary hypertension","Drake JI, Bogaard HJ, Mizuno S, Clifton B, Xie B, Gao Y, Dumur CI, Fawcett P, Voelkel NF, Natarajan R.","Am J Respir Cell Mol Biol. 2011 Dec;45(6):1239-47. doi: 10.1165/rcmb.2010-0412OC. Epub 2011 Jun 30.","Drake JI","Am J Respir Cell Mol Biol","2011","2011/07/02","PMC3361357","","10.1165/rcmb.2010-0412OC"
"32442661","Nuclear-mitochondrial communication involving miR-181c plays an important role in cardiac dysfunction during obesity","Roman B, Kaur P, Ashok D, Kohr M, Biswas R, O'Rourke B, Steenbergen C, Das S.","J Mol Cell Cardiol. 2020 Jul;144:87-96. doi: 10.1016/j.yjmcc.2020.05.009. Epub 2020 May 19.","Roman B","J Mol Cell Cardiol","2020","2020/05/23","PMC7483371","NIHMS1598431","10.1016/j.yjmcc.2020.05.009"
"30728084","Sex-specific regulation of cardiac microRNAs targeting mitochondrial proteins in pressure overload","Sanchez-Ruderisch H, Queirós AM, Fliegner D, Eschen C, Kararigas G, Regitz-Zagrosek V.","Biol Sex Differ. 2019 Feb 6;10(1):8. doi: 10.1186/s13293-019-0222-1.","Sanchez-Ruderisch H","Biol Sex Differ","2019","2019/02/08","PMC6366038","","10.1186/s13293-019-0222-1"
"29665007","Protective effect of miR378* on doxorubicin-induced cardiomyocyte injury via calumenin","Wang Y, Cui X, Wang Y, Fu Y, Guo X, Long J, Wei C, Zhao M.","J Cell Physiol. 2018 Oct;233(10):6344-6351. doi: 10.1002/jcp.26615. Epub 2018 Apr 17.","Wang Y","J Cell Physiol","2018","2018/04/18","PMC6055600","","10.1002/jcp.26615"
"31952855","Noninvasive biomarker-based risk stratification for development of new onset atrial fibrillation after coronary artery bypass surgery","Rizvi F, Mirza M, Olet S, Albrecht M, Edwards S, Emelyanova L, Kress D, Ross GR, Holmuhamedov E, Tajik AJ, Khandheria BK, Jahangir A.","Int J Cardiol. 2020 May 15;307:55-62. doi: 10.1016/j.ijcard.2019.12.067. Epub 2020 Jan 7.","Rizvi F","Int J Cardiol","2020","2020/01/19","PMC8011128","NIHMS1549895","10.1016/j.ijcard.2019.12.067"
"26527692","Molecular Mechanisms of Right Ventricular Failure","Reddy S, Bernstein D.","Circulation. 2015 Nov 3;132(18):1734-42. doi: 10.1161/CIRCULATIONAHA.114.012975.","Reddy S","Circulation","2015","2015/11/04","PMC4635965","NIHMS726906","10.1161/CIRCULATIONAHA.114.012975"
"33604679","Inhibiting miR‑1 attenuates pulmonary arterial hypertension in rats","Liu Y, Li Y, Li J, Zuo X, Cao Q, Xie W, Wang H.","Mol Med Rep. 2021 Apr;23(4):283. doi: 10.3892/mmr.2021.11922. Epub 2021 Feb 19.","Liu Y","Mol Med Rep","2021","2021/02/19","PMC7905329","","10.3892/mmr.2021.11922"
"33114482","Association of miR-21-5p, miR-122-5p, and miR-320a-3p with 90-Day Mortality in Cardiogenic Shock","Hänninen M, Jäntti T, Tolppanen H, Segersvärd H, Tarvasmäki T, Lassus J, Vausort M, Devaux Y, Sionis A, Tikkanen I, Harjola VP, Lakkisto P, For The CardShock Study Group.","Int J Mol Sci. 2020 Oct 26;21(21):7925. doi: 10.3390/ijms21217925.","Hänninen M","Int J Mol Sci","2020","2020/10/29","PMC7662780","","10.3390/ijms21217925"
"35562921","Diagnostic Performance of Circulating miRNAs and Extracellular Vesicles in Acute Ischemic Stroke","Eyileten C, Jakubik D, Shahzadi A, Gasecka A, van der Pol E, De Rosa S, Siwik D, Gajewska M, Mirowska-Guzel D, Kurkowska-Jastrzebska I, Czlonkowska A, Postula M.","Int J Mol Sci. 2022 Apr 20;23(9):4530. doi: 10.3390/ijms23094530.","Eyileten C","Int J Mol Sci","2022","2022/05/14","PMC9102701","","10.3390/ijms23094530"
"22374132","A human 3' miR-499 mutation alters cardiac mRNA targeting and function","Dorn GW 2nd, Matkovich SJ, Eschenbacher WH, Zhang Y.","Circ Res. 2012 Mar 30;110(7):958-67. doi: 10.1161/CIRCRESAHA.111.260752. Epub 2012 Feb 28.","Dorn GW 2nd","Circ Res","2012","2012/03/01","PMC3320730","NIHMS365318","10.1161/CIRCRESAHA.111.260752"
"35836818","Arterial cyclic stretch regulates Lamtor1 and promotes neointimal hyperplasia via circSlc8a1/miR-20a-5p axis in vein grafts","Liu JT, Yao QP, Chen Y, Lv F, Liu Z, Bao H, Han Y, Zhang ML, Jiang ZL, Qi YX.","Theranostics. 2022 Jun 21;12(11):4851-4865. doi: 10.7150/thno.69551. eCollection 2022.","Liu JT","Theranostics","2022","2022/07/15","PMC9274756","","10.7150/thno.69551"
"28491238","Inhibition of miR-302 Suppresses Hypoxia-Reoxygenation-Induced H9c2 Cardiomyocyte Death by Regulating Mcl-1 Expression","Fang YC, Yeh CH.","Oxid Med Cell Longev. 2017;2017:7968905. doi: 10.1155/2017/7968905. Epub 2017 Apr 11.","Fang YC","Oxid Med Cell Longev","2017","2017/05/12","PMC5405583","","10.1155/2017/7968905"
"35978367","MiR-19b-3p regulated by BC002059/ABHD10 axis promotes cell apoptosis in myocardial infarction","Liao B, Dong S, Xu Z, Gao F, Zhang S, Liang R.","Biol Direct. 2022 Aug 18;17(1):20. doi: 10.1186/s13062-022-00333-x.","Liao B","Biol Direct","2022","2022/08/17","PMC9386969","","10.1186/s13062-022-00333-x"
"26884822","MiR-30a regulates the atrial fibrillation-induced myocardial fibrosis by targeting snail 1","Yuan CT, Li XX, Cheng QJ, Wang YH, Wang JH, Liu CL.","Int J Clin Exp Pathol. 2015 Dec 1;8(12):15527-36. eCollection 2015.","Yuan CT","Int J Clin Exp Pathol","2015","2016/02/18","PMC4730035","",""
"31320641","Multifunctional cationic nanosystems for nucleic acid therapy of thoracic aortic dissection","Xu C, Zhang Y, Xu K, Nie JJ, Yu B, Li S, Cheng G, Li Y, Du J, Xu FJ.","Nat Commun. 2019 Jul 18;10(1):3184. doi: 10.1038/s41467-019-11068-1.","Xu C","Nat Commun","2019","2019/07/20","PMC6639375","","10.1038/s41467-019-11068-1"
"24252873","microRNA-1 regulates sarcomere formation and suppresses smooth muscle gene expression in the mammalian heart","Heidersbach A, Saxby C, Carver-Moore K, Huang Y, Ang YS, de Jong PJ, Ivey KN, Srivastava D.","Elife. 2013 Nov 19;2:e01323. doi: 10.7554/eLife.01323.","Heidersbach A","Elife","2013","2013/11/21","PMC3833424","","10.7554/eLife.01323"
"33994508","MiR-518a-5p Targets GZMB to Extenuate Vascular Endothelial Cell Injury Induced by Hypoxia-Reoxygenation and Thereby Improves Myocardial Ischemia","Yang H, Su J, Meng W, Chen X, Xu Y, Sun B.","Int Heart J. 2021 May 29;62(3):658-665. doi: 10.1536/ihj.20-619. Epub 2021 May 15.","Yang H","Int Heart J","2021","2021/05/17","","","10.1536/ihj.20-619"
"35488248","Diagnostic value of miRNA expression and right ventricular echocardiographic functional parameters for chronic thromboembolic pulmonary hypertension with right ventricular dysfunction and injury","Miao R, Gong J, Guo X, Guo D, Zhang X, Hu H, Zhong J, Yang Y, Li Y.","BMC Pulm Med. 2022 Apr 29;22(1):171. doi: 10.1186/s12890-022-01962-8.","Miao R","BMC Pulm Med","2022","2022/04/29","PMC9052592","","10.1186/s12890-022-01962-8"
"26166307","MicroRNAs as pathophysiological targets: An emerging nexus for personalized medicine in heart failure?","Feinberg MW.","Trends Cardiovasc Med. 2016 Feb;26(2):111-4. doi: 10.1016/j.tcm.2015.06.001. Epub 2015 Jun 12.","Feinberg MW","Trends Cardiovasc Med","2016","2015/07/14","PMC5081543","NIHMS824484","10.1016/j.tcm.2015.06.001"
"24246300","Role of thyroid hormones and mir-208 in myocardial remodeling in 5/6 nephrectomized rats","Prado-Uribe MD, Soto-Abraham MV, Mora-Villalpando CJ, Gallardo JM, Bonilla E, Avila M, Tena E, Paniagua R.","Arch Med Res. 2013 Nov;44(8):616-22. doi: 10.1016/j.arcmed.2013.11.005. Epub 2013 Nov 15.","Prado-Uribe MD","Arch Med Res","2013","2013/11/20","","","10.1016/j.arcmed.2013.11.005"
"26046358","MicroRNA Stability in Postmortem FFPE Tissues: Quantitative Analysis Using Autoptic Samples from Acute Myocardial Infarction Patients","Kakimoto Y, Kamiguchi H, Ochiai E, Satoh F, Osawa M.","PLoS One. 2015 Jun 5;10(6):e0129338. doi: 10.1371/journal.pone.0129338. eCollection 2015.","Kakimoto Y","PLoS One","2015","2015/06/06","PMC4457786","","10.1371/journal.pone.0129338"
"30156909","MicroRNA-570 is a novel regulator of cellular senescence and inflammaging","Baker JR, Vuppusetty C, Colley T, Hassibi S, Fenwick PS, Donnelly LE, Ito K, Barnes PJ.","FASEB J. 2019 Feb;33(2):1605-1616. doi: 10.1096/fj.201800965R. Epub 2018 Aug 29.","Baker JR","FASEB J","2019","2018/08/30","PMC6338629","","10.1096/fj.201800965R"
"36555676","The Molecular Mechanisms and Function of miR-15a/16 Dysregulation in Fibrotic Diseases","Wen D, Zhang H, Zhou Y, Wang J.","Int J Mol Sci. 2022 Dec 16;23(24):16041. doi: 10.3390/ijms232416041.","Wen D","Int J Mol Sci","2022","2022/12/23","PMC9784154","","10.3390/ijms232416041"
"35946473","microRNA-29a Regulates ADAM12 Through Direct Interaction With ADAM12 mRNA and Modulates Postischemic Perfusion Recovery","Lamin V, Verry J, Dokun OS, Kronemberger A, Wong T, Lira VA, Dokun AO.","J Am Heart Assoc. 2022 Aug 16;11(16):e025727. doi: 10.1161/JAHA.122.025727. Epub 2022 Aug 10.","Lamin V","J Am Heart Assoc","2022","2022/08/10","PMC9496313","","10.1161/JAHA.122.025727"
"32228489","Identification of novel biomarkers in ischemic stroke: a genome-wide integrated analysis","Xie Q, Zhang X, Peng S, Sun J, Chen X, Deng Y, Yi L.","BMC Med Genet. 2020 Mar 30;21(1):66. doi: 10.1186/s12881-020-00994-3.","Xie Q","BMC Med Genet","2020","2020/04/02","PMC7106706","","10.1186/s12881-020-00994-3"
"29998929","Transplantation of Endothelial Progenitor Cells Overexpressing miR-126-3p Improves Heart Function in Ischemic Cardiomyopathy","Li H, Liu Q, Wang N, Xu Y, Kang L, Ren Y, Zhu G.","Circ J. 2018 Aug 24;82(9):2332-2341. doi: 10.1253/circj.CJ-17-1251. Epub 2018 Jul 10.","Li H","Circ J","2018","2018/07/13","","","10.1253/circj.CJ-17-1251"
"33151961","MiR-21 mediates the protection of kaempferol against hypoxia/reoxygenation-induced cardiomyocyte injury via promoting Notch1/PTEN/AKT signaling pathway","Huang J, Qi Z.","PLoS One. 2020 Nov 5;15(11):e0241007. doi: 10.1371/journal.pone.0241007. eCollection 2020.","Huang J","PLoS One","2020","2020/11/05","PMC7644004","","10.1371/journal.pone.0241007"
"31150454","Effect of radiotherapy on the expression of cardiovascular disease-related miRNA-146a, -155, -221 and -222 in blood of women with breast cancer","Esplugas R, Arenas M, Serra N, Bellés M, Bonet M, Gascón M, Vallvé JC, Linares V.","PLoS One. 2019 May 31;14(5):e0217443. doi: 10.1371/journal.pone.0217443. eCollection 2019.","Esplugas R","PLoS One","2019","2019/06/01","PMC6544229","","10.1371/journal.pone.0217443"
"31430983","MicroRNA-21 Mediates the Protective Effect of Cardiomyocyte-Derived Conditioned Medium on Ameliorating Myocardial Infarction in Rats","Chen CH, Hsu SY, Chiu CC, Leu S.","Cells. 2019 Aug 19;8(8):935. doi: 10.3390/cells8080935.","Chen CH","Cells","2019","2019/08/22","PMC6721717","","10.3390/cells8080935"
"30988323","Functional Screening Identifies MicroRNAs as Multi-Cellular Regulators of Heart Failure","Verjans R, Derks WJA, Korn K, Sönnichsen B, van Leeuwen REW, Schroen B, van Bilsen M, Heymans S.","Sci Rep. 2019 Apr 15;9(1):6055. doi: 10.1038/s41598-019-41491-9.","Verjans R","Sci Rep","2019","2019/04/17","PMC6465262","","10.1038/s41598-019-41491-9"
"29237156","Potential Involvement of MiR-30e-3p in Myocardial Injury Induced by Coronary Microembolization via Autophagy Activation","Wang XT, Wu XD, Lu YX, Sun YH, Zhu HH, Liang JB, He WK, Zeng ZY, Li L.","Cell Physiol Biochem. 2017;44(5):1995-2004. doi: 10.1159/000485905. Epub 2017 Dec 11.","Wang XT","Cell Physiol Biochem","2017","2017/12/14","","","10.1159/000485905"
"27288437","Carvedilol-responsive microRNAs, miR-199a-3p and -214 protect cardiomyocytes from simulated ischemia-reperfusion injury","Park KM, Teoh JP, Wang Y, Broskova Z, Bayoumi AS, Tang Y, Su H, Weintraub NL, Kim IM.","Am J Physiol Heart Circ Physiol. 2016 Aug 1;311(2):H371-83. doi: 10.1152/ajpheart.00807.2015. Epub 2016 Jun 10.","Park KM","Am J Physiol Heart Circ Physiol","2016","2016/06/12","PMC5005281","","10.1152/ajpheart.00807.2015"
"32255536","Extracellular vesicular microRNAs as potential biomarker for early detection of doxorubicin-induced cardiotoxicity","Beaumier A, Robinson SR, Robinson N, Lopez KE, Meola DM, Barber LG, Bulmer BJ, Calvalido J, Rush JE, Yeri A, Das S, Yang VK.","J Vet Intern Med. 2020 May;34(3):1260-1271. doi: 10.1111/jvim.15762. Epub 2020 Apr 7.","Beaumier A","J Vet Intern Med","2020","2020/04/08","PMC7255649","","10.1111/jvim.15762"
"30439699","Inhibition of MicroRNA-124 Reduces Cardiomyocyte Apoptosis Following Myocardial Infarction via Targeting STAT3","He F, Liu H, Guo J, Yang D, Yu Y, Yu J, Yan X, Hu J, Du Z.","Cell Physiol Biochem. 2018;51(1):186-200. doi: 10.1159/000495173. Epub 2018 Nov 15.","He F","Cell Physiol Biochem","2018","2018/11/16","","","10.1159/000495173"
"27782799","Novel equine tissue miRNAs and breed-related miRNA expressed in serum","Pacholewska A, Mach N, Mata X, Vaiman A, Schibler L, Barrey E, Gerber V.","BMC Genomics. 2016 Oct 26;17(1):831. doi: 10.1186/s12864-016-3168-2.","Pacholewska A","BMC Genomics","2016","2016/10/27","PMC5080802","","10.1186/s12864-016-3168-2"
"26439049","A role of pre-mir-10a coding region variant in host susceptibility to coxsackie virus-induced myocarditis","Liao Y, Chen KH, Dong XM, Fang Y, Li WG, Huang GY, Song W.","Eur Rev Med Pharmacol Sci. 2015 Sep;19(18):3500-7.","Liao Y","Eur Rev Med Pharmacol Sci","2015","2015/10/07","","",""
"31369209","Telmisartan cardioprotects from the ischaemic/hypoxic damage through a miR-1-dependent pathway","Trotta MC, Ferraro B, Messina A, Panarese I, Gulotta E, Nicoletti GF, D'Amico M, Pieretti G.","J Cell Mol Med. 2019 Oct;23(10):6635-6645. doi: 10.1111/jcmm.14534. Epub 2019 Aug 1.","Trotta MC","J Cell Mol Med","2019","2019/08/02","PMC6787508","","10.1111/jcmm.14534"
"36600215","Uncovering potential diagnostic biomarkers of acute myocardial infarction based on machine learning and analyzing its relationship with immune cells","Kang L, Zhao Q, Jiang K, Yu X, Chao H, Yin L, Wang Y.","BMC Cardiovasc Disord. 2023 Jan 4;23(1):2. doi: 10.1186/s12872-022-02999-7.","Kang L","BMC Cardiovasc Disord","2023","2023/01/04","PMC9814319","","10.1186/s12872-022-02999-7"
"31861929","MicroRNA-204 Deficiency in Human Aortic Valves Elevates Valvular Osteogenic Activity","Song R, Zhai Y, Ao L, Fullerton DA, Meng X.","Int J Mol Sci. 2019 Dec 20;21(1):76. doi: 10.3390/ijms21010076.","Song R","Int J Mol Sci","2019","2019/12/22","PMC6981435","","10.3390/ijms21010076"
"34012027","Integrated analysis of miRNA-mRNA interaction in pediatric dilated cardiomyopathy","Hailu FT, Karimpour-Fard A, Toni LS, Bristow MR, Miyamoto SD, Stauffer BL, Sucharov CC.","Pediatr Res. 2022 Jul;92(1):98-108. doi: 10.1038/s41390-021-01548-w. Epub 2021 May 19.","Hailu FT","Pediatr Res","2022","2021/05/20","PMC8602449","NIHMS1693597","10.1038/s41390-021-01548-w"
"26503985","Pivotal role of miR-448 in the development of ROS-induced cardiomyopathy","Kyrychenko S, Kyrychenko V, Badr MA, Ikeda Y, Sadoshima J, Shirokova N.","Cardiovasc Res. 2015 Dec 1;108(3):324-34. doi: 10.1093/cvr/cvv238. Epub 2015 Oct 26.","Kyrychenko S","Cardiovasc Res","2015","2015/10/28","PMC4648202","","10.1093/cvr/cvv238"
"25433070","Epitranscriptional regulation of cardiovascular development and disease","Dorn GW 2nd, Matkovich SJ.","J Physiol. 2015 Apr 15;593(8):1799-808. doi: 10.1113/jphysiol.2014.283234. Epub 2014 Dec 23.","Dorn GW 2nd","J Physiol","2015","2014/11/30","PMC4405743","","10.1113/jphysiol.2014.283234"
"36740769","Therapeutic potentials of stem cell-derived exosomes in cardiovascular diseases","Mani S, Gurusamy N, Ulaganathan T, Paluck AJ, Ramalingam S, Rajasingh J.","Exp Biol Med (Maywood). 2023 May;248(5):434-444. doi: 10.1177/15353702231151960. Epub 2023 Feb 5.","Mani S","Exp Biol Med (Maywood)","2023","2023/02/06","PMC10281619","","10.1177/15353702231151960"
"24385511","MicroRNA control of high-density lipoprotein metabolism and function","Rayner KJ, Moore KJ.","Circ Res. 2014 Jan 3;114(1):183-92. doi: 10.1161/CIRCRESAHA.114.300645.","Rayner KJ","Circ Res","2014","2014/01/04","PMC4367480","NIHMS667998","10.1161/CIRCRESAHA.114.300645"
"24854269","Pathogenesis of arrhythmias in a model of CKD","Hsueh CH, Chen NX, Lin SF, Chen PS, Gattone VH 2nd, Allen MR, Fishbein MC, Moe SM.","J Am Soc Nephrol. 2014 Dec;25(12):2812-21. doi: 10.1681/ASN.2013121343. Epub 2014 May 22.","Hsueh CH","J Am Soc Nephrol","2014","2014/05/24","PMC4243359","","10.1681/ASN.2013121343"
"34646427","Downregulation of miR-128 Ameliorates Ang II-Induced Cardiac Remodeling via SIRT1/PIK3R1 Multiple Targets","Zhan H, Huang F, Niu Q, Jiao M, Han X, Zhang K, Ma W, Mi S, Guo S, Zhao Z.","Oxid Med Cell Longev. 2021 Oct 4;2021:8889195. doi: 10.1155/2021/8889195. eCollection 2021.","Zhan H","Oxid Med Cell Longev","2021","2021/10/14","PMC8505057","","10.1155/2021/8889195"
"33061292","Protective Effect of Pravastatin on Myocardial Ischemia Reperfusion Injury by Regulation of the miR-93/Nrf2/ARE Signal Pathway","Liu Z, Zhang F, Zhao L, Zhang X, Li Y, Liu L.","Drug Des Devel Ther. 2020 Sep 22;14:3853-3864. doi: 10.2147/DDDT.S251726. eCollection 2020.","Liu Z","Drug Des Devel Ther","2020","2020/10/16","PMC7519819","","10.2147/DDDT.S251726"
"33456354","STAT3/miR-15a-5p/CX3CL1 Loop Regulates Proliferation and Migration of Vascular Endothelial Cells in Atherosclerosis","Li H, Zhang HM, Fan LJ, Li HH, Peng ZT, Li JP, Zhang XY, Xiang Y, Gu CJ, Liao XH, Wang L, Zhang TC.","Int J Med Sci. 2021 Jan 1;18(4):964-974. doi: 10.7150/ijms.49460. eCollection 2021.","Li H","Int J Med Sci","2021","2021/01/18","PMC7807201","","10.7150/ijms.49460"
"36138345","Reconstruction and analysis of potential biomarkers for hypertrophic cardiomyopathy based on a competing endogenous RNA network","Chen JY, Xie ZX, Dai JZ, Han JY, Wang K, Lu LH, Jin JJ, Xue SJ.","BMC Cardiovasc Disord. 2022 Sep 22;22(1):422. doi: 10.1186/s12872-022-02862-9.","Chen JY","BMC Cardiovasc Disord","2022","2022/09/22","PMC9503253","","10.1186/s12872-022-02862-9"
"34414854","Long non-coding RNA LUCAT1 inhibits myocardial oxidative stress and apoptosis after myocardial infarction via targeting microRNA-181a-5p","Xiao SH, Wang Y, Cao X, Su Z.","Bioengineered. 2021 Dec;12(1):4546-4555. doi: 10.1080/21655979.2021.1966351.","Xiao SH","Bioengineered","2021","2021/08/20","PMC8806849","","10.1080/21655979.2021.1966351"
"36924230","Erythrocyte-Derived microRNAs: Emerging Players in Cardiovascular and Metabolic Disease","Kontidou E, Collado A, Pernow J, Zhou Z.","Arterioscler Thromb Vasc Biol. 2023 May;43(5):628-636. doi: 10.1161/ATVBAHA.123.319027. Epub 2023 Mar 16.","Kontidou E","Arterioscler Thromb Vasc Biol","2023","2023/03/16","","","10.1161/ATVBAHA.123.319027"
"35561533","Role of circular RNA in myocardial ischemia and ageing-related diseases","Gao X, Tian X, Huang Y, Fang R, Wang G, Li D, Zhang J, Li T, Yuan R.","Cytokine Growth Factor Rev. 2022 Jun;65:1-11. doi: 10.1016/j.cytogfr.2022.04.005. Epub 2022 May 2.","Gao X","Cytokine Growth Factor Rev","2022","2022/05/13","","","10.1016/j.cytogfr.2022.04.005"
"30272299","miR‑127 aggravates myocardial failure by promoting the TGF‑β1/Smad3 signaling","Xu H, Li F.","Mol Med Rep. 2018 Dec;18(6):4839-4846. doi: 10.3892/mmr.2018.9514. Epub 2018 Sep 27.","Xu H","Mol Med Rep","2018","2018/10/02","PMC6236281","","10.3892/mmr.2018.9514"
